Bundesland,Cases,Date
Schleswig-Holstein,0,2020-01-28
Schleswig-Holstein,0,2020-01-29
Schleswig-Holstein,0,2020-01-31
Schleswig-Holstein,0,2020-02-03
Schleswig-Holstein,0,2020-02-04
Schleswig-Holstein,0,2020-02-06
Schleswig-Holstein,0,2020-02-07
Schleswig-Holstein,0,2020-02-11
Schleswig-Holstein,0,2020-02-12
Schleswig-Holstein,0,2020-02-20
Schleswig-Holstein,0,2020-02-24
Schleswig-Holstein,0,2020-02-25
Schleswig-Holstein,0,2020-02-26
Schleswig-Holstein,0,2020-02-27
Schleswig-Holstein,1,2020-02-28
Schleswig-Holstein,1,2020-02-29
Schleswig-Holstein,0,2020-03-01
Schleswig-Holstein,2,2020-03-02
Schleswig-Holstein,1,2020-03-03
Schleswig-Holstein,0,2020-03-04
Schleswig-Holstein,1,2020-03-05
Schleswig-Holstein,2,2020-03-06
Schleswig-Holstein,0,2020-03-07
Schleswig-Holstein,1,2020-03-08
Schleswig-Holstein,3,2020-03-09
Schleswig-Holstein,7,2020-03-10
Schleswig-Holstein,19,2020-03-11
Schleswig-Holstein,18,2020-03-12
Schleswig-Holstein,27,2020-03-13
Schleswig-Holstein,24,2020-03-14
Schleswig-Holstein,21,2020-03-15
Schleswig-Holstein,29,2020-03-16
Schleswig-Holstein,46,2020-03-17
Schleswig-Holstein,53,2020-03-18
Schleswig-Holstein,60,2020-03-19
Schleswig-Holstein,78,2020-03-20
Schleswig-Holstein,45,2020-03-21
Schleswig-Holstein,34,2020-03-22
Schleswig-Holstein,94,2020-03-23
Schleswig-Holstein,100,2020-03-24
Schleswig-Holstein,87,2020-03-25
Schleswig-Holstein,96,2020-03-26
Schleswig-Holstein,117,2020-03-27
Schleswig-Holstein,82,2020-03-28
Schleswig-Holstein,43,2020-03-29
Schleswig-Holstein,78,2020-03-30
Schleswig-Holstein,104,2020-03-31
Schleswig-Holstein,103,2020-04-01
Schleswig-Holstein,112,2020-04-02
Schleswig-Holstein,112,2020-04-03
Schleswig-Holstein,69,2020-04-04
Schleswig-Holstein,36,2020-04-05
Schleswig-Holstein,61,2020-04-06
Schleswig-Holstein,112,2020-04-07
Schleswig-Holstein,90,2020-04-08
Schleswig-Holstein,92,2020-04-09
Schleswig-Holstein,34,2020-04-10
Schleswig-Holstein,41,2020-04-11
Schleswig-Holstein,16,2020-04-12
Schleswig-Holstein,98,2020-04-13
Schleswig-Holstein,17,2020-04-14
Schleswig-Holstein,42,2020-04-15
Schleswig-Holstein,51,2020-04-16
Schleswig-Holstein,40,2020-04-17
Schleswig-Holstein,25,2020-04-18
Schleswig-Holstein,9,2020-04-19
Schleswig-Holstein,28,2020-04-20
Schleswig-Holstein,38,2020-04-21
Schleswig-Holstein,35,2020-04-22
Schleswig-Holstein,40,2020-04-23
Schleswig-Holstein,39,2020-04-24
Schleswig-Holstein,16,2020-04-25
Schleswig-Holstein,6,2020-04-26
Schleswig-Holstein,13,2020-04-27
Schleswig-Holstein,21,2020-04-28
Schleswig-Holstein,18,2020-04-29
Schleswig-Holstein,19,2020-04-30
Schleswig-Holstein,13,2020-05-01
Schleswig-Holstein,11,2020-05-02
Schleswig-Holstein,49,2020-05-03
Schleswig-Holstein,14,2020-05-04
Schleswig-Holstein,49,2020-05-05
Schleswig-Holstein,16,2020-05-06
Schleswig-Holstein,34,2020-05-07
Schleswig-Holstein,22,2020-05-08
Schleswig-Holstein,19,2020-05-09
Schleswig-Holstein,20,2020-05-10
Schleswig-Holstein,5,2020-05-11
Schleswig-Holstein,16,2020-05-12
Schleswig-Holstein,12,2020-05-13
Schleswig-Holstein,5,2020-05-14
Schleswig-Holstein,7,2020-05-15
Schleswig-Holstein,2,2020-05-16
Schleswig-Holstein,1,2020-05-17
Schleswig-Holstein,0,2020-05-18
Schleswig-Holstein,14,2020-05-19
Schleswig-Holstein,9,2020-05-20
Schleswig-Holstein,23,2020-05-21
Schleswig-Holstein,18,2020-05-22
Schleswig-Holstein,0,2020-05-23
Schleswig-Holstein,0,2020-05-24
Schleswig-Holstein,0,2020-05-25
Schleswig-Holstein,7,2020-05-26
Schleswig-Holstein,0,2020-05-27
Schleswig-Holstein,6,2020-05-28
Schleswig-Holstein,14,2020-05-29
Schleswig-Holstein,4,2020-05-30
Schleswig-Holstein,3,2020-05-31
Schleswig-Holstein,5,2020-06-01
Schleswig-Holstein,1,2020-06-02
Schleswig-Holstein,0,2020-06-03
Schleswig-Holstein,0,2020-06-04
Schleswig-Holstein,2,2020-06-05
Schleswig-Holstein,2,2020-06-06
Schleswig-Holstein,1,2020-06-07
Schleswig-Holstein,2,2020-06-08
Schleswig-Holstein,1,2020-06-09
Schleswig-Holstein,2,2020-06-10
Schleswig-Holstein,3,2020-06-11
Schleswig-Holstein,1,2020-06-12
Schleswig-Holstein,0,2020-06-13
Schleswig-Holstein,0,2020-06-14
Schleswig-Holstein,2,2020-06-15
Schleswig-Holstein,1,2020-06-16
Schleswig-Holstein,0,2020-06-17
Schleswig-Holstein,9,2020-06-18
Schleswig-Holstein,2,2020-06-19
Schleswig-Holstein,1,2020-06-20
Schleswig-Holstein,2,2020-06-21
Schleswig-Holstein,0,2020-06-22
Schleswig-Holstein,1,2020-06-23
Schleswig-Holstein,4,2020-06-24
Schleswig-Holstein,6,2020-06-25
Schleswig-Holstein,1,2020-06-26
Schleswig-Holstein,3,2020-06-27
Schleswig-Holstein,1,2020-06-28
Schleswig-Holstein,3,2020-06-29
Schleswig-Holstein,5,2020-06-30
Schleswig-Holstein,12,2020-07-01
Schleswig-Holstein,5,2020-07-02
Schleswig-Holstein,4,2020-07-03
Schleswig-Holstein,3,2020-07-04
Schleswig-Holstein,5,2020-07-05
Schleswig-Holstein,0,2020-07-06
Schleswig-Holstein,4,2020-07-07
Schleswig-Holstein,7,2020-07-08
Schleswig-Holstein,3,2020-07-09
Schleswig-Holstein,1,2020-07-10
Schleswig-Holstein,0,2020-07-11
Schleswig-Holstein,8,2020-07-12
Schleswig-Holstein,8,2020-07-13
Schleswig-Holstein,7,2020-07-14
Schleswig-Holstein,8,2020-07-15
Schleswig-Holstein,2,2020-07-16
Schleswig-Holstein,14,2020-07-17
Schleswig-Holstein,4,2020-07-18
Schleswig-Holstein,7,2020-07-19
Schleswig-Holstein,9,2020-07-20
Schleswig-Holstein,6,2020-07-21
Schleswig-Holstein,17,2020-07-22
Schleswig-Holstein,8,2020-07-23
Schleswig-Holstein,12,2020-07-24
Schleswig-Holstein,7,2020-07-25
Schleswig-Holstein,7,2020-07-26
Schleswig-Holstein,23,2020-07-27
Schleswig-Holstein,26,2020-07-28
Schleswig-Holstein,31,2020-07-29
Schleswig-Holstein,25,2020-07-30
Schleswig-Holstein,24,2020-07-31
Schleswig-Holstein,16,2020-08-01
Schleswig-Holstein,7,2020-08-02
Schleswig-Holstein,17,2020-08-03
Schleswig-Holstein,22,2020-08-04
Schleswig-Holstein,16,2020-08-05
Schleswig-Holstein,36,2020-08-06
Schleswig-Holstein,10,2020-08-07
Schleswig-Holstein,9,2020-08-08
Schleswig-Holstein,8,2020-08-09
Schleswig-Holstein,35,2020-08-10
Schleswig-Holstein,52,2020-08-11
Schleswig-Holstein,38,2020-08-12
Schleswig-Holstein,22,2020-08-13
Schleswig-Holstein,33,2020-08-14
Schleswig-Holstein,19,2020-08-15
Schleswig-Holstein,2,2020-08-16
Schleswig-Holstein,15,2020-08-17
Schleswig-Holstein,18,2020-08-18
Schleswig-Holstein,22,2020-08-19
Schleswig-Holstein,24,2020-08-20
Schleswig-Holstein,14,2020-08-21
Schleswig-Holstein,14,2020-08-22
Schleswig-Holstein,6,2020-08-23
Schleswig-Holstein,22,2020-08-24
Schleswig-Holstein,28,2020-08-25
Schleswig-Holstein,22,2020-08-26
Schleswig-Holstein,18,2020-08-27
Schleswig-Holstein,17,2020-08-28
Schleswig-Holstein,6,2020-08-29
Schleswig-Holstein,9,2020-08-30
Schleswig-Holstein,14,2020-08-31
Schleswig-Holstein,17,2020-09-01
Schleswig-Holstein,26,2020-09-02
Schleswig-Holstein,21,2020-09-03
Schleswig-Holstein,9,2020-09-04
Schleswig-Holstein,8,2020-09-05
Schleswig-Holstein,4,2020-09-06
Schleswig-Holstein,19,2020-09-07
Schleswig-Holstein,21,2020-09-08
Schleswig-Holstein,24,2020-09-09
Schleswig-Holstein,16,2020-09-10
Schleswig-Holstein,11,2020-09-11
Schleswig-Holstein,9,2020-09-12
Schleswig-Holstein,9,2020-09-13
Schleswig-Holstein,24,2020-09-14
Schleswig-Holstein,35,2020-09-15
Schleswig-Holstein,30,2020-09-16
Schleswig-Holstein,36,2020-09-17
Schleswig-Holstein,32,2020-09-18
Schleswig-Holstein,29,2020-09-19
Schleswig-Holstein,17,2020-09-20
Schleswig-Holstein,27,2020-09-21
Schleswig-Holstein,32,2020-09-22
Schleswig-Holstein,48,2020-09-23
Schleswig-Holstein,57,2020-09-24
Schleswig-Holstein,58,2020-09-25
Schleswig-Holstein,23,2020-09-26
Schleswig-Holstein,7,2020-09-27
Schleswig-Holstein,44,2020-09-28
Schleswig-Holstein,44,2020-09-29
Schleswig-Holstein,44,2020-09-30
Schleswig-Holstein,38,2020-10-01
Schleswig-Holstein,39,2020-10-02
Schleswig-Holstein,18,2020-10-03
Schleswig-Holstein,23,2020-10-04
Schleswig-Holstein,35,2020-10-05
Schleswig-Holstein,54,2020-10-06
Schleswig-Holstein,54,2020-10-07
Schleswig-Holstein,64,2020-10-08
Schleswig-Holstein,57,2020-10-09
Schleswig-Holstein,29,2020-10-10
Schleswig-Holstein,22,2020-10-11
Schleswig-Holstein,65,2020-10-12
Schleswig-Holstein,65,2020-10-13
Schleswig-Holstein,63,2020-10-14
Hamburg,0,2020-01-28
Hamburg,0,2020-01-29
Hamburg,0,2020-01-31
Hamburg,0,2020-02-03
Hamburg,0,2020-02-04
Hamburg,0,2020-02-06
Hamburg,0,2020-02-07
Hamburg,0,2020-02-11
Hamburg,0,2020-02-12
Hamburg,0,2020-02-20
Hamburg,0,2020-02-24
Hamburg,0,2020-02-25
Hamburg,0,2020-02-26
Hamburg,0,2020-02-27
Hamburg,0,2020-02-28
Hamburg,1,2020-02-29
Hamburg,1,2020-03-01
Hamburg,0,2020-03-02
Hamburg,3,2020-03-03
Hamburg,1,2020-03-04
Hamburg,5,2020-03-05
Hamburg,3,2020-03-06
Hamburg,4,2020-03-07
Hamburg,5,2020-03-08
Hamburg,21,2020-03-09
Hamburg,29,2020-03-10
Hamburg,30,2020-03-11
Hamburg,41,2020-03-12
Hamburg,38,2020-03-13
Hamburg,79,2020-03-14
Hamburg,78,2020-03-15
Hamburg,80,2020-03-16
Hamburg,133,2020-03-17
Hamburg,135,2020-03-18
Hamburg,186,2020-03-19
Hamburg,146,2020-03-20
Hamburg,106,2020-03-21
Hamburg,149,2020-03-22
Hamburg,132,2020-03-23
Hamburg,207,2020-03-24
Hamburg,162,2020-03-25
Hamburg,170,2020-03-26
Hamburg,142,2020-03-27
Hamburg,145,2020-03-28
Hamburg,115,2020-03-29
Hamburg,71,2020-03-30
Hamburg,159,2020-03-31
Hamburg,139,2020-04-01
Hamburg,165,2020-04-02
Hamburg,158,2020-04-03
Hamburg,108,2020-04-04
Hamburg,108,2020-04-05
Hamburg,93,2020-04-06
Hamburg,210,2020-04-07
Hamburg,117,2020-04-08
Hamburg,114,2020-04-09
Hamburg,97,2020-04-10
Hamburg,79,2020-04-11
Hamburg,46,2020-04-12
Hamburg,41,2020-04-13
Hamburg,77,2020-04-14
Hamburg,83,2020-04-15
Hamburg,73,2020-04-16
Hamburg,107,2020-04-17
Hamburg,39,2020-04-18
Hamburg,22,2020-04-19
Hamburg,33,2020-04-20
Hamburg,57,2020-04-21
Hamburg,49,2020-04-22
Hamburg,49,2020-04-23
Hamburg,41,2020-04-24
Hamburg,44,2020-04-25
Hamburg,17,2020-04-26
Hamburg,21,2020-04-27
Hamburg,25,2020-04-28
Hamburg,42,2020-04-29
Hamburg,25,2020-04-30
Hamburg,8,2020-05-01
Hamburg,13,2020-05-02
Hamburg,3,2020-05-03
Hamburg,9,2020-05-04
Hamburg,21,2020-05-05
Hamburg,21,2020-05-06
Hamburg,17,2020-05-07
Hamburg,12,2020-05-08
Hamburg,10,2020-05-09
Hamburg,3,2020-05-10
Hamburg,4,2020-05-11
Hamburg,2,2020-05-12
Hamburg,14,2020-05-13
Hamburg,10,2020-05-14
Hamburg,12,2020-05-15
Hamburg,6,2020-05-16
Hamburg,1,2020-05-17
Hamburg,1,2020-05-18
Hamburg,3,2020-05-19
Hamburg,13,2020-05-20
Hamburg,2,2020-05-21
Hamburg,3,2020-05-22
Hamburg,3,2020-05-23
Hamburg,0,2020-05-24
Hamburg,1,2020-05-25
Hamburg,3,2020-05-26
Hamburg,1,2020-05-27
Hamburg,0,2020-05-28
Hamburg,5,2020-05-29
Hamburg,1,2020-05-30
Hamburg,6,2020-05-31
Hamburg,2,2020-06-01
Hamburg,2,2020-06-02
Hamburg,10,2020-06-03
Hamburg,5,2020-06-04
Hamburg,5,2020-06-05
Hamburg,1,2020-06-06
Hamburg,1,2020-06-07
Hamburg,3,2020-06-08
Hamburg,2,2020-06-09
Hamburg,4,2020-06-10
Hamburg,7,2020-06-11
Hamburg,4,2020-06-12
Hamburg,3,2020-06-13
Hamburg,1,2020-06-14
Hamburg,1,2020-06-15
Hamburg,3,2020-06-16
Hamburg,7,2020-06-17
Hamburg,8,2020-06-18
Hamburg,4,2020-06-19
Hamburg,4,2020-06-20
Hamburg,4,2020-06-21
Hamburg,3,2020-06-22
Hamburg,9,2020-06-23
Hamburg,11,2020-06-24
Hamburg,4,2020-06-25
Hamburg,8,2020-06-26
Hamburg,2,2020-06-27
Hamburg,7,2020-06-28
Hamburg,1,2020-06-29
Hamburg,3,2020-06-30
Hamburg,9,2020-07-01
Hamburg,2,2020-07-02
Hamburg,2,2020-07-03
Hamburg,1,2020-07-04
Hamburg,3,2020-07-05
Hamburg,3,2020-07-06
Hamburg,4,2020-07-07
Hamburg,3,2020-07-08
Hamburg,2,2020-07-09
Hamburg,2,2020-07-10
Hamburg,0,2020-07-11
Hamburg,0,2020-07-12
Hamburg,1,2020-07-13
Hamburg,2,2020-07-14
Hamburg,1,2020-07-15
Hamburg,6,2020-07-16
Hamburg,4,2020-07-17
Hamburg,1,2020-07-18
Hamburg,2,2020-07-19
Hamburg,5,2020-07-20
Hamburg,9,2020-07-21
Hamburg,24,2020-07-22
Hamburg,12,2020-07-23
Hamburg,22,2020-07-24
Hamburg,15,2020-07-25
Hamburg,4,2020-07-26
Hamburg,7,2020-07-27
Hamburg,15,2020-07-28
Hamburg,30,2020-07-29
Hamburg,21,2020-07-30
Hamburg,19,2020-07-31
Hamburg,17,2020-08-01
Hamburg,6,2020-08-02
Hamburg,43,2020-08-03
Hamburg,36,2020-08-04
Hamburg,58,2020-08-05
Hamburg,60,2020-08-06
Hamburg,34,2020-08-07
Hamburg,34,2020-08-08
Hamburg,14,2020-08-09
Hamburg,34,2020-08-10
Hamburg,29,2020-08-11
Hamburg,48,2020-08-12
Hamburg,26,2020-08-13
Hamburg,34,2020-08-14
Hamburg,10,2020-08-15
Hamburg,8,2020-08-16
Hamburg,17,2020-08-17
Hamburg,32,2020-08-18
Hamburg,35,2020-08-19
Hamburg,29,2020-08-20
Hamburg,34,2020-08-21
Hamburg,16,2020-08-22
Hamburg,22,2020-08-23
Hamburg,26,2020-08-24
Hamburg,32,2020-08-25
Hamburg,30,2020-08-26
Hamburg,18,2020-08-27
Hamburg,38,2020-08-28
Hamburg,40,2020-08-29
Hamburg,19,2020-08-30
Hamburg,26,2020-08-31
Hamburg,30,2020-09-01
Hamburg,55,2020-09-02
Hamburg,50,2020-09-03
Hamburg,41,2020-09-04
Hamburg,35,2020-09-05
Hamburg,32,2020-09-06
Hamburg,22,2020-09-07
Hamburg,56,2020-09-08
Hamburg,69,2020-09-09
Hamburg,50,2020-09-10
Hamburg,54,2020-09-11
Hamburg,30,2020-09-12
Hamburg,35,2020-09-13
Hamburg,46,2020-09-14
Hamburg,45,2020-09-15
Hamburg,56,2020-09-16
Hamburg,81,2020-09-17
Hamburg,75,2020-09-18
Hamburg,65,2020-09-19
Hamburg,31,2020-09-20
Hamburg,45,2020-09-21
Hamburg,77,2020-09-22
Hamburg,76,2020-09-23
Hamburg,90,2020-09-24
Hamburg,96,2020-09-25
Hamburg,75,2020-09-26
Hamburg,50,2020-09-27
Hamburg,58,2020-09-28
Hamburg,89,2020-09-29
Hamburg,100,2020-09-30
Hamburg,77,2020-10-01
Hamburg,152,2020-10-02
Hamburg,81,2020-10-03
Hamburg,74,2020-10-04
Hamburg,98,2020-10-05
Hamburg,93,2020-10-06
Hamburg,106,2020-10-07
Hamburg,128,2020-10-08
Hamburg,116,2020-10-09
Hamburg,59,2020-10-10
Hamburg,73,2020-10-11
Hamburg,131,2020-10-12
Hamburg,56,2020-10-13
Hamburg,0,2020-10-14
Niedersachsen,0,2020-01-28
Niedersachsen,0,2020-01-29
Niedersachsen,0,2020-01-31
Niedersachsen,0,2020-02-03
Niedersachsen,1,2020-02-04
Niedersachsen,0,2020-02-06
Niedersachsen,0,2020-02-07
Niedersachsen,0,2020-02-11
Niedersachsen,0,2020-02-12
Niedersachsen,0,2020-02-20
Niedersachsen,0,2020-02-24
Niedersachsen,0,2020-02-25
Niedersachsen,0,2020-02-26
Niedersachsen,0,2020-02-27
Niedersachsen,0,2020-02-28
Niedersachsen,0,2020-02-29
Niedersachsen,1,2020-03-01
Niedersachsen,2,2020-03-02
Niedersachsen,6,2020-03-03
Niedersachsen,4,2020-03-04
Niedersachsen,6,2020-03-05
Niedersachsen,7,2020-03-06
Niedersachsen,8,2020-03-07
Niedersachsen,4,2020-03-08
Niedersachsen,14,2020-03-09
Niedersachsen,35,2020-03-10
Niedersachsen,63,2020-03-11
Niedersachsen,68,2020-03-12
Niedersachsen,92,2020-03-13
Niedersachsen,77,2020-03-14
Niedersachsen,68,2020-03-15
Niedersachsen,158,2020-03-16
Niedersachsen,176,2020-03-17
Niedersachsen,276,2020-03-18
Niedersachsen,251,2020-03-19
Niedersachsen,267,2020-03-20
Niedersachsen,179,2020-03-21
Niedersachsen,108,2020-03-22
Niedersachsen,244,2020-03-23
Niedersachsen,294,2020-03-24
Niedersachsen,378,2020-03-25
Niedersachsen,374,2020-03-26
Niedersachsen,410,2020-03-27
Niedersachsen,346,2020-03-28
Niedersachsen,177,2020-03-29
Niedersachsen,313,2020-03-30
Niedersachsen,359,2020-03-31
Niedersachsen,369,2020-04-01
Niedersachsen,334,2020-04-02
Niedersachsen,389,2020-04-03
Niedersachsen,224,2020-04-04
Niedersachsen,143,2020-04-05
Niedersachsen,231,2020-04-06
Niedersachsen,372,2020-04-07
Niedersachsen,335,2020-04-08
Niedersachsen,313,2020-04-09
Niedersachsen,259,2020-04-10
Niedersachsen,128,2020-04-11
Niedersachsen,150,2020-04-12
Niedersachsen,80,2020-04-13
Niedersachsen,166,2020-04-14
Niedersachsen,227,2020-04-15
Niedersachsen,242,2020-04-16
Niedersachsen,197,2020-04-17
Niedersachsen,142,2020-04-18
Niedersachsen,96,2020-04-19
Niedersachsen,131,2020-04-20
Niedersachsen,163,2020-04-21
Niedersachsen,159,2020-04-22
Niedersachsen,140,2020-04-23
Niedersachsen,119,2020-04-24
Niedersachsen,67,2020-04-25
Niedersachsen,50,2020-04-26
Niedersachsen,75,2020-04-27
Niedersachsen,100,2020-04-28
Niedersachsen,85,2020-04-29
Niedersachsen,84,2020-04-30
Niedersachsen,39,2020-05-01
Niedersachsen,36,2020-05-02
Niedersachsen,14,2020-05-03
Niedersachsen,92,2020-05-04
Niedersachsen,80,2020-05-05
Niedersachsen,91,2020-05-06
Niedersachsen,86,2020-05-07
Niedersachsen,75,2020-05-08
Niedersachsen,29,2020-05-09
Niedersachsen,10,2020-05-10
Niedersachsen,48,2020-05-11
Niedersachsen,50,2020-05-12
Niedersachsen,79,2020-05-13
Niedersachsen,40,2020-05-14
Niedersachsen,42,2020-05-15
Niedersachsen,22,2020-05-16
Niedersachsen,9,2020-05-17
Niedersachsen,69,2020-05-18
Niedersachsen,63,2020-05-19
Niedersachsen,94,2020-05-20
Niedersachsen,50,2020-05-21
Niedersachsen,95,2020-05-22
Niedersachsen,37,2020-05-23
Niedersachsen,9,2020-05-24
Niedersachsen,45,2020-05-25
Niedersachsen,59,2020-05-26
Niedersachsen,122,2020-05-27
Niedersachsen,76,2020-05-28
Niedersachsen,64,2020-05-29
Niedersachsen,59,2020-05-30
Niedersachsen,23,2020-05-31
Niedersachsen,42,2020-06-01
Niedersachsen,56,2020-06-02
Niedersachsen,121,2020-06-03
Niedersachsen,100,2020-06-04
Niedersachsen,94,2020-06-05
Niedersachsen,60,2020-06-06
Niedersachsen,31,2020-06-07
Niedersachsen,55,2020-06-08
Niedersachsen,76,2020-06-09
Niedersachsen,64,2020-06-10
Niedersachsen,50,2020-06-11
Niedersachsen,75,2020-06-12
Niedersachsen,30,2020-06-13
Niedersachsen,13,2020-06-14
Niedersachsen,36,2020-06-15
Niedersachsen,59,2020-06-16
Niedersachsen,55,2020-06-17
Niedersachsen,84,2020-06-18
Niedersachsen,77,2020-06-19
Niedersachsen,43,2020-06-20
Niedersachsen,12,2020-06-21
Niedersachsen,16,2020-06-22
Niedersachsen,70,2020-06-23
Niedersachsen,34,2020-06-24
Niedersachsen,41,2020-06-25
Niedersachsen,39,2020-06-26
Niedersachsen,29,2020-06-27
Niedersachsen,14,2020-06-28
Niedersachsen,32,2020-06-29
Niedersachsen,26,2020-06-30
Niedersachsen,34,2020-07-01
Niedersachsen,34,2020-07-02
Niedersachsen,32,2020-07-03
Niedersachsen,6,2020-07-04
Niedersachsen,17,2020-07-05
Niedersachsen,28,2020-07-06
Niedersachsen,14,2020-07-07
Niedersachsen,18,2020-07-08
Niedersachsen,14,2020-07-09
Niedersachsen,11,2020-07-10
Niedersachsen,3,2020-07-11
Niedersachsen,2,2020-07-12
Niedersachsen,22,2020-07-13
Niedersachsen,27,2020-07-14
Niedersachsen,30,2020-07-15
Niedersachsen,26,2020-07-16
Niedersachsen,40,2020-07-17
Niedersachsen,76,2020-07-18
Niedersachsen,11,2020-07-19
Niedersachsen,20,2020-07-20
Niedersachsen,65,2020-07-21
Niedersachsen,56,2020-07-22
Niedersachsen,29,2020-07-23
Niedersachsen,22,2020-07-24
Niedersachsen,33,2020-07-25
Niedersachsen,21,2020-07-26
Niedersachsen,27,2020-07-27
Niedersachsen,62,2020-07-28
Niedersachsen,52,2020-07-29
Niedersachsen,61,2020-07-30
Niedersachsen,59,2020-07-31
Niedersachsen,62,2020-08-01
Niedersachsen,15,2020-08-02
Niedersachsen,59,2020-08-03
Niedersachsen,59,2020-08-04
Niedersachsen,77,2020-08-05
Niedersachsen,81,2020-08-06
Niedersachsen,91,2020-08-07
Niedersachsen,39,2020-08-08
Niedersachsen,16,2020-08-09
Niedersachsen,89,2020-08-10
Niedersachsen,65,2020-08-11
Niedersachsen,108,2020-08-12
Niedersachsen,91,2020-08-13
Niedersachsen,72,2020-08-14
Niedersachsen,57,2020-08-15
Niedersachsen,17,2020-08-16
Niedersachsen,105,2020-08-17
Niedersachsen,155,2020-08-18
Niedersachsen,149,2020-08-19
Niedersachsen,86,2020-08-20
Niedersachsen,109,2020-08-21
Niedersachsen,47,2020-08-22
Niedersachsen,16,2020-08-23
Niedersachsen,123,2020-08-24
Niedersachsen,114,2020-08-25
Niedersachsen,98,2020-08-26
Niedersachsen,111,2020-08-27
Niedersachsen,80,2020-08-28
Niedersachsen,63,2020-08-29
Niedersachsen,31,2020-08-30
Niedersachsen,67,2020-08-31
Niedersachsen,96,2020-09-01
Niedersachsen,103,2020-09-02
Niedersachsen,94,2020-09-03
Niedersachsen,92,2020-09-04
Niedersachsen,65,2020-09-05
Niedersachsen,28,2020-09-06
Niedersachsen,111,2020-09-07
Niedersachsen,73,2020-09-08
Niedersachsen,110,2020-09-09
Niedersachsen,102,2020-09-10
Niedersachsen,120,2020-09-11
Niedersachsen,83,2020-09-12
Niedersachsen,78,2020-09-13
Niedersachsen,116,2020-09-14
Niedersachsen,198,2020-09-15
Niedersachsen,179,2020-09-16
Niedersachsen,168,2020-09-17
Niedersachsen,204,2020-09-18
Niedersachsen,101,2020-09-19
Niedersachsen,68,2020-09-20
Niedersachsen,89,2020-09-21
Niedersachsen,142,2020-09-22
Niedersachsen,192,2020-09-23
Niedersachsen,189,2020-09-24
Niedersachsen,164,2020-09-25
Niedersachsen,171,2020-09-26
Niedersachsen,56,2020-09-27
Niedersachsen,117,2020-09-28
Niedersachsen,139,2020-09-29
Niedersachsen,207,2020-09-30
Niedersachsen,267,2020-10-01
Niedersachsen,243,2020-10-02
Niedersachsen,213,2020-10-03
Niedersachsen,116,2020-10-04
Niedersachsen,114,2020-10-05
Niedersachsen,303,2020-10-06
Niedersachsen,376,2020-10-07
Niedersachsen,337,2020-10-08
Niedersachsen,321,2020-10-09
Niedersachsen,243,2020-10-10
Niedersachsen,194,2020-10-11
Niedersachsen,260,2020-10-12
Niedersachsen,370,2020-10-13
Niedersachsen,110,2020-10-14
Bremen,0,2020-01-28
Bremen,0,2020-01-29
Bremen,0,2020-01-31
Bremen,0,2020-02-03
Bremen,0,2020-02-04
Bremen,0,2020-02-06
Bremen,0,2020-02-07
Bremen,0,2020-02-11
Bremen,0,2020-02-12
Bremen,0,2020-02-20
Bremen,0,2020-02-24
Bremen,0,2020-02-25
Bremen,0,2020-02-26
Bremen,0,2020-02-27
Bremen,0,2020-02-28
Bremen,0,2020-02-29
Bremen,1,2020-03-01
Bremen,1,2020-03-02
Bremen,2,2020-03-03
Bremen,0,2020-03-04
Bremen,0,2020-03-05
Bremen,0,2020-03-06
Bremen,0,2020-03-07
Bremen,0,2020-03-08
Bremen,7,2020-03-09
Bremen,11,2020-03-10
Bremen,11,2020-03-11
Bremen,7,2020-03-12
Bremen,9,2020-03-13
Bremen,3,2020-03-14
Bremen,3,2020-03-15
Bremen,1,2020-03-16
Bremen,12,2020-03-17
Bremen,10,2020-03-18
Bremen,40,2020-03-19
Bremen,24,2020-03-20
Bremen,22,2020-03-21
Bremen,4,2020-03-22
Bremen,12,2020-03-23
Bremen,19,2020-03-24
Bremen,11,2020-03-25
Bremen,31,2020-03-26
Bremen,20,2020-03-27
Bremen,25,2020-03-28
Bremen,1,2020-03-29
Bremen,8,2020-03-30
Bremen,17,2020-03-31
Bremen,16,2020-04-01
Bremen,11,2020-04-02
Bremen,33,2020-04-03
Bremen,15,2020-04-04
Bremen,3,2020-04-05
Bremen,5,2020-04-06
Bremen,36,2020-04-07
Bremen,6,2020-04-08
Bremen,18,2020-04-09
Bremen,9,2020-04-10
Bremen,13,2020-04-11
Bremen,4,2020-04-12
Bremen,6,2020-04-13
Bremen,7,2020-04-14
Bremen,15,2020-04-15
Bremen,45,2020-04-16
Bremen,12,2020-04-17
Bremen,17,2020-04-18
Bremen,12,2020-04-19
Bremen,7,2020-04-20
Bremen,17,2020-04-21
Bremen,108,2020-04-22
Bremen,17,2020-04-23
Bremen,17,2020-04-24
Bremen,15,2020-04-25
Bremen,14,2020-04-26
Bremen,7,2020-04-27
Bremen,43,2020-04-28
Bremen,42,2020-04-29
Bremen,22,2020-04-30
Bremen,12,2020-05-01
Bremen,4,2020-05-02
Bremen,17,2020-05-03
Bremen,17,2020-05-04
Bremen,10,2020-05-05
Bremen,54,2020-05-06
Bremen,29,2020-05-07
Bremen,28,2020-05-08
Bremen,15,2020-05-09
Bremen,12,2020-05-10
Bremen,3,2020-05-11
Bremen,20,2020-05-12
Bremen,29,2020-05-13
Bremen,23,2020-05-14
Bremen,21,2020-05-15
