Statistikdatum,Region,Cases
2020-07-06,Skåne,28
2020-07-07,Skåne,9
2020-07-08,Skåne,27
2020-07-09,Skåne,27
2020-07-10,Skåne,29
2020-07-11,Skåne,3
2020-07-12,Skåne,1
2020-07-13,Skåne,31
2020-07-14,Skåne,15
2020-07-15,Skåne,35
2020-07-16,Skåne,30
2020-07-17,Skåne,36
2020-07-18,Skåne,5
2020-07-19,Skåne,2
2020-07-20,Skåne,35
2020-07-21,Skåne,26
2020-07-22,Skåne,34
2020-07-23,Skåne,19
2020-07-24,Skåne,24
2020-07-25,Skåne,2
2020-07-26,Skåne,1
2020-07-27,Skåne,28
2020-07-28,Skåne,8
2020-07-29,Skåne,44
2020-07-30,Skåne,32
2020-07-31,Skåne,38
2020-08-01,Skåne,1
2020-08-02,Skåne,4
2020-08-03,Skåne,40
2020-08-04,Skåne,10
2020-08-05,Skåne,54
2020-08-06,Skåne,26
2020-08-07,Skåne,46
2020-08-08,Skåne,7
2020-08-09,Skåne,1
2020-08-10,Skåne,46
2020-08-11,Skåne,34
2020-08-12,Skåne,68
2020-08-13,Skåne,46
2020-08-14,Skåne,40
2020-08-15,Skåne,11
2020-08-16,Skåne,3
2020-08-17,Skåne,75
2020-08-18,Skåne,46
2020-08-19,Skåne,53
2020-08-20,Skåne,55
2020-08-21,Skåne,63
2020-08-22,Skåne,5
2020-08-23,Skåne,2
2020-08-24,Skåne,90
2020-08-25,Skåne,48
2020-08-26,Skåne,53
2020-08-27,Skåne,49
2020-08-28,Skåne,40
2020-08-29,Skåne,4
2020-08-30,Skåne,3
2020-08-31,Skåne,66
2020-09-01,Skåne,7
2020-09-02,Skåne,41
2020-09-03,Skåne,34
2020-09-04,Skåne,43
2020-09-05,Skåne,6
2020-09-06,Skåne,1
2020-09-07,Skåne,62
2020-09-08,Skåne,17
2020-09-09,Skåne,48
2020-09-10,Skåne,45
2020-09-11,Skåne,44
2020-09-12,Skåne,0
2020-09-13,Skåne,2
2020-09-14,Skåne,86
2020-09-15,Skåne,41
2020-09-16,Skåne,38
2020-09-17,Skåne,51
2020-09-18,Skåne,68
2020-09-19,Skåne,5
2020-09-20,Skåne,2
2020-09-21,Skåne,73
2020-09-22,Skåne,39
2020-09-23,Skåne,40
2020-09-24,Skåne,43
2020-09-25,Skåne,63
2020-09-26,Skåne,1
2020-09-27,Skåne,1
2020-09-28,Skåne,113
2020-09-29,Skåne,44
2020-09-30,Skåne,95
2020-10-01,Skåne,81
2020-10-02,Skåne,77
2020-10-03,Skåne,1
2020-10-04,Skåne,2
2020-10-05,Skåne,102
2020-10-06,Skåne,31
2020-10-07,Skåne,74
2020-10-08,Skåne,86
2020-10-09,Skåne,62
2020-10-10,Skåne,9
2020-10-11,Skåne,1
2020-10-12,Skåne,120
2020-10-13,Skåne,76
2020-10-14,Skåne,129
2020-02-05,Stockholm,0
2020-02-06,Stockholm,0
2020-02-07,Stockholm,0
2020-02-08,Stockholm,0
2020-02-09,Stockholm,0
2020-02-10,Stockholm,0
2020-02-11,Stockholm,0
2020-02-12,Stockholm,0
2020-02-13,Stockholm,0
2020-02-14,Stockholm,0
2020-02-15,Stockholm,0
2020-02-16,Stockholm,0
2020-02-17,Stockholm,0
2020-02-18,Stockholm,0
2020-02-19,Stockholm,0
2020-02-20,Stockholm,0
2020-02-21,Stockholm,0
2020-02-22,Stockholm,0
2020-02-23,Stockholm,0
2020-02-24,Stockholm,0
2020-02-25,Stockholm,0
2020-02-26,Stockholm,0
2020-02-27,Stockholm,1
2020-02-28,Stockholm,2
2020-02-29,Stockholm,1
2020-03-01,Stockholm,0
2020-03-02,Stockholm,1
2020-03-03,Stockholm,10
2020-03-04,Stockholm,21
2020-03-05,Stockholm,22
2020-03-06,Stockholm,36
2020-03-07,Stockholm,21
2020-03-08,Stockholm,29
2020-03-09,Stockholm,64
2020-03-10,Stockholm,26
2020-03-11,Stockholm,32
2020-03-12,Stockholm,42
2020-03-13,Stockholm,31
2020-03-14,Stockholm,18
2020-03-15,Stockholm,17
2020-03-16,Stockholm,34
2020-03-17,Stockholm,35
2020-03-18,Stockholm,58
2020-03-19,Stockholm,66
2020-03-20,Stockholm,84
2020-03-21,Stockholm,71
2020-03-22,Stockholm,59
2020-03-23,Stockholm,99
2020-03-24,Stockholm,105
2020-03-25,Stockholm,154
2020-03-26,Stockholm,132
2020-03-27,Stockholm,176
2020-03-28,Stockholm,147
2020-03-29,Stockholm,149
2020-03-30,Stockholm,172
2020-03-31,Stockholm,209
2020-04-01,Stockholm,205
2020-04-02,Stockholm,216
2020-04-03,Stockholm,245
2020-04-04,Stockholm,129
2020-04-05,Stockholm,172
2020-04-06,Stockholm,131
2020-04-07,Stockholm,243
2020-04-08,Stockholm,271
2020-04-09,Stockholm,240
2020-04-10,Stockholm,148
2020-04-11,Stockholm,200
2020-04-12,Stockholm,182
2020-04-13,Stockholm,200
2020-04-14,Stockholm,179
2020-04-15,Stockholm,215
2020-04-16,Stockholm,221
2020-04-17,Stockholm,221
2020-04-18,Stockholm,180
2020-04-19,Stockholm,192
2020-04-20,Stockholm,211
2020-04-21,Stockholm,163
2020-04-22,Stockholm,288
2020-04-23,Stockholm,291
2020-04-24,Stockholm,227
2020-04-25,Stockholm,138
2020-04-26,Stockholm,110
2020-04-27,Stockholm,213
2020-04-28,Stockholm,240
2020-04-29,Stockholm,248
2020-04-30,Stockholm,215
2020-05-01,Stockholm,141
2020-05-02,Stockholm,81
2020-05-03,Stockholm,127
2020-05-04,Stockholm,149
2020-05-05,Stockholm,169
2020-05-06,Stockholm,206
2020-05-07,Stockholm,266
2020-05-08,Stockholm,222
2020-05-09,Stockholm,115
2020-05-10,Stockholm,78
2020-05-11,Stockholm,210
2020-05-12,Stockholm,234
2020-05-13,Stockholm,236
2020-05-14,Stockholm,148
2020-05-15,Stockholm,184
2020-05-16,Stockholm,64
2020-05-17,Stockholm,59
2020-05-18,Stockholm,150
2020-05-19,Stockholm,177
2020-05-20,Stockholm,174
2020-05-21,Stockholm,120
2020-05-22,Stockholm,144
2020-05-23,Stockholm,78
2020-05-24,Stockholm,59
2020-05-25,Stockholm,160
2020-05-26,Stockholm,197
2020-05-27,Stockholm,206
2020-05-28,Stockholm,278
2020-05-29,Stockholm,210
2020-05-30,Stockholm,73
2020-05-31,Stockholm,67
2020-06-01,Stockholm,160
2020-06-02,Stockholm,153
2020-06-03,Stockholm,234
2020-06-04,Stockholm,207
2020-06-05,Stockholm,227
2020-06-06,Stockholm,177
2020-06-07,Stockholm,47
2020-06-08,Stockholm,243
2020-06-09,Stockholm,239
2020-06-10,Stockholm,263
2020-06-11,Stockholm,207
2020-06-12,Stockholm,186
2020-06-13,Stockholm,165
2020-06-14,Stockholm,75
2020-06-15,Stockholm,116
2020-06-16,Stockholm,214
2020-06-17,Stockholm,361
2020-06-18,Stockholm,380
2020-06-19,Stockholm,371
2020-06-20,Stockholm,198
2020-06-21,Stockholm,92
2020-06-22,Stockholm,219
2020-06-23,Stockholm,217
2020-06-24,Stockholm,284
2020-06-25,Stockholm,228
2020-06-26,Stockholm,225
2020-06-27,Stockholm,248
2020-06-28,Stockholm,191
2020-06-29,Stockholm,239
2020-06-30,Stockholm,170
2020-07-01,Stockholm,172
2020-07-02,Stockholm,169
2020-07-03,Stockholm,176
2020-07-04,Stockholm,96
2020-07-05,Stockholm,108
2020-07-06,Stockholm,53
2020-07-07,Stockholm,46
2020-07-08,Stockholm,123
2020-07-09,Stockholm,85
2020-07-10,Stockholm,73
2020-07-11,Stockholm,73
2020-07-12,Stockholm,28
2020-07-13,Stockholm,31
2020-07-14,Stockholm,88
2020-07-15,Stockholm,64
2020-07-16,Stockholm,86
2020-07-17,Stockholm,78
2020-07-18,Stockholm,30
2020-07-19,Stockholm,18
2020-07-20,Stockholm,23
2020-07-21,Stockholm,78
2020-07-22,Stockholm,69
2020-07-23,Stockholm,56
2020-07-24,Stockholm,60
2020-07-25,Stockholm,21
2020-07-26,Stockholm,21
2020-07-27,Stockholm,9
2020-07-28,Stockholm,78
2020-07-29,Stockholm,46
2020-07-30,Stockholm,49
2020-07-31,Stockholm,43
2020-08-01,Stockholm,64
2020-08-02,Stockholm,6
2020-08-03,Stockholm,22
2020-08-04,Stockholm,92
2020-08-05,Stockholm,59
2020-08-06,Stockholm,67
2020-08-07,Stockholm,49
2020-08-08,Stockholm,51
2020-08-09,Stockholm,24
2020-08-10,Stockholm,37
2020-08-11,Stockholm,102
2020-08-12,Stockholm,81
2020-08-13,Stockholm,55
2020-08-14,Stockholm,81
2020-08-15,Stockholm,55
2020-08-16,Stockholm,5
2020-08-17,Stockholm,35
2020-08-18,Stockholm,71
2020-08-19,Stockholm,73
2020-08-20,Stockholm,65
2020-08-21,Stockholm,59
2020-08-22,Stockholm,49
2020-08-23,Stockholm,1
2020-08-24,Stockholm,30
2020-08-25,Stockholm,48
2020-08-26,Stockholm,47
2020-08-27,Stockholm,35
2020-08-28,Stockholm,39
2020-08-29,Stockholm,26
2020-08-30,Stockholm,14
2020-08-31,Stockholm,20
2020-09-01,Stockholm,31
2020-09-02,Stockholm,38
2020-09-03,Stockholm,59
2020-09-04,Stockholm,53
2020-09-05,Stockholm,42
2020-09-06,Stockholm,11
2020-09-07,Stockholm,11
2020-09-08,Stockholm,39
2020-09-09,Stockholm,45
2020-09-10,Stockholm,50
2020-09-11,Stockholm,65
2020-09-12,Stockholm,78
2020-09-13,Stockholm,18
2020-09-14,Stockholm,23
2020-09-15,Stockholm,52
2020-09-16,Stockholm,94
2020-09-17,Stockholm,135
2020-09-18,Stockholm,124
2020-09-19,Stockholm,95
2020-09-20,Stockholm,14
2020-09-21,Stockholm,67
2020-09-22,Stockholm,141
2020-09-23,Stockholm,181
2020-09-24,Stockholm,159
2020-09-25,Stockholm,185
2020-09-26,Stockholm,155
2020-09-27,Stockholm,35
2020-09-28,Stockholm,81
2020-09-29,Stockholm,261
2020-09-30,Stockholm,221
2020-10-01,Stockholm,228
2020-10-02,Stockholm,235
2020-10-03,Stockholm,182
2020-10-04,Stockholm,44
2020-10-05,Stockholm,71
2020-10-06,Stockholm,297
2020-10-07,Stockholm,270
2020-10-08,Stockholm,309
2020-10-09,Stockholm,291
2020-10-10,Stockholm,193
2020-10-11,Stockholm,72
2020-10-12,Stockholm,90
2020-10-13,Stockholm,293
2020-10-14,Stockholm,220
2020-02-05,Sörmland,0
2020-02-06,Sörmland,0
2020-02-07,Sörmland,0
2020-02-08,Sörmland,0
2020-02-09,Sörmland,0
2020-02-10,Sörmland,0
2020-02-11,Sörmland,0
2020-02-12,Sörmland,0
2020-02-13,Sörmland,0
2020-02-14,Sörmland,0
2020-02-15,Sörmland,0
2020-02-16,Sörmland,0
2020-02-17,Sörmland,0
2020-02-18,Sörmland,0
2020-02-19,Sörmland,0
2020-02-20,Sörmland,0
2020-02-21,Sörmland,0
2020-02-22,Sörmland,0
2020-02-23,Sörmland,0
2020-02-24,Sörmland,0
2020-02-25,Sörmland,0
2020-02-26,Sörmland,0
2020-02-27,Sörmland,0
2020-02-28,Sörmland,0
2020-02-29,Sörmland,0
2020-03-01,Sörmland,0
2020-03-02,Sörmland,0
2020-03-03,Sörmland,0
2020-03-04,Sörmland,0
2020-03-05,Sörmland,0
2020-03-06,Sörmland,0
2020-03-07,Sörmland,0
2020-03-08,Sörmland,0
2020-03-09,Sörmland,1
2020-03-10,Sörmland,0
2020-03-11,Sörmland,6
2020-03-12,Sörmland,3
2020-03-13,Sörmland,6
2020-03-14,Sörmland,1
2020-03-15,Sörmland,4
2020-03-16,Sörmland,12
2020-03-17,Sörmland,5
2020-03-18,Sörmland,0
2020-03-19,Sörmland,5
2020-03-20,Sörmland,4
2020-03-21,Sörmland,6
2020-03-22,Sörmland,11
2020-03-23,Sörmland,2
2020-03-24,Sörmland,14
2020-03-25,Sörmland,37
2020-03-26,Sörmland,16
2020-03-27,Sörmland,26
2020-03-28,Sörmland,8
2020-03-29,Sörmland,4
2020-03-30,Sörmland,60
2020-03-31,Sörmland,49
2020-04-01,Sörmland,49
2020-04-02,Sörmland,34
2020-04-03,Sörmland,59
2020-04-04,Sörmland,17
2020-04-05,Sörmland,27
2020-04-06,Sörmland,18
2020-04-07,Sörmland,42
2020-04-08,Sörmland,33
2020-04-09,Sörmland,38
2020-04-10,Sörmland,41
2020-04-11,Sörmland,22
2020-04-12,Sörmland,14
2020-04-13,Sörmland,20
2020-04-14,Sörmland,16
2020-04-15,Sörmland,42
2020-04-16,Sörmland,47
2020-04-17,Sörmland,64
2020-04-18,Sörmland,8
2020-04-19,Sörmland,13
2020-04-20,Sörmland,13
2020-04-21,Sörmland,53
2020-04-22,Sörmland,50
2020-04-23,Sörmland,26
2020-04-24,Sörmland,53
2020-04-25,Sörmland,8
2020-04-26,Sörmland,8
2020-04-27,Sörmland,10
2020-04-28,Sörmland,57
2020-04-29,Sörmland,34
2020-04-30,Sörmland,23
2020-05-01,Sörmland,55
2020-05-02,Sörmland,7
2020-05-03,Sörmland,1
2020-05-04,Sörmland,2
2020-05-05,Sörmland,39
2020-05-06,Sörmland,34
2020-05-07,Sörmland,20
2020-05-08,Sörmland,23
2020-05-09,Sörmland,7
2020-05-10,Sörmland,6
2020-05-11,Sörmland,1
2020-05-12,Sörmland,33
2020-05-13,Sörmland,14
2020-05-14,Sörmland,11
2020-05-15,Sörmland,19
2020-05-16,Sörmland,5
2020-05-17,Sörmland,0
2020-05-18,Sörmland,6
2020-05-19,Sörmland,20
2020-05-20,Sörmland,24
2020-05-21,Sörmland,6
2020-05-22,Sörmland,15
2020-05-23,Sörmland,2
2020-05-24,Sörmland,1
2020-05-25,Sörmland,21
2020-05-26,Sörmland,18
2020-05-27,Sörmland,23
2020-05-28,Sörmland,19
2020-05-29,Sörmland,7
2020-05-30,Sörmland,2
2020-05-31,Sörmland,0
2020-06-01,Sörmland,16
2020-06-02,Sörmland,20
2020-06-03,Sörmland,15
2020-06-04,Sörmland,26
2020-06-05,Sörmland,17
2020-06-06,Sörmland,1
2020-06-07,Sörmland,3
2020-06-08,Sörmland,29
2020-06-09,Sörmland,3
2020-06-10,Sörmland,6
2020-06-11,Sörmland,8
2020-06-12,Sörmland,23
2020-06-13,Sörmland,53
2020-06-14,Sörmland,19
2020-06-15,Sörmland,6
2020-06-16,Sörmland,3
2020-06-17,Sörmland,25
2020-06-18,Sörmland,62
2020-06-19,Sörmland,5
2020-06-20,Sörmland,0
2020-06-21,Sörmland,0
2020-06-22,Sörmland,57
2020-06-23,Sörmland,25
2020-06-24,Sörmland,41
2020-06-25,Sörmland,8
2020-06-26,Sörmland,40
2020-06-27,Sörmland,0
2020-06-28,Sörmland,1
2020-06-29,Sörmland,23
2020-06-30,Sörmland,17
2020-07-01,Sörmland,2
2020-07-02,Sörmland,21
2020-07-03,Sörmland,8
2020-07-04,Sörmland,0
2020-07-05,Sörmland,0
2020-07-06,Sörmland,9
2020-07-07,Sörmland,12
2020-07-08,Sörmland,18
2020-07-09,Sörmland,13
2020-07-10,Sörmland,10
2020-07-11,Sörmland,5
2020-07-12,Sörmland,0
2020-07-13,Sörmland,1
2020-07-14,Sörmland,23
2020-07-15,Sörmland,0
2020-07-16,Sörmland,4
2020-07-17,Sörmland,3
2020-07-18,Sörmland,11
2020-07-19,Sörmland,3
2020-07-20,Sörmland,0
2020-07-21,Sörmland,0
2020-07-22,Sörmland,14
2020-07-23,Sörmland,0
2020-07-24,Sörmland,4
2020-07-25,Sörmland,0
2020-07-26,Sörmland,0
2020-07-27,Sörmland,1
2020-07-28,Sörmland,3
2020-07-29,Sörmland,1
2020-07-30,Sörmland,2
2020-07-31,Sörmland,0
2020-08-01,Sörmland,2
2020-08-02,Sörmland,0
2020-08-03,Sörmland,0
2020-08-04,Sörmland,2
2020-08-05,Sörmland,0
2020-08-06,Sörmland,3
2020-08-07,Sörmland,3
2020-08-08,Sörmland,4
2020-08-09,Sörmland,0
2020-08-10,Sörmland,0
2020-08-11,Sörmland,6
2020-08-12,Sörmland,4
2020-08-13,Sörmland,1
2020-08-14,Sörmland,1
2020-08-15,Sörmland,4
2020-08-16,Sörmland,0
2020-08-17,Sörmland,1
2020-08-18,Sörmland,4
2020-08-19,Sörmland,1
2020-08-20,Sörmland,2
2020-08-21,Sörmland,0
2020-08-22,Sörmland,1
2020-08-23,Sörmland,0
2020-08-24,Sörmland,0
2020-08-25,Sörmland,0
2020-08-26,Sörmland,3
2020-08-27,Sörmland,1
2020-08-28,Sörmland,4
2020-08-29,Sörmland,2
2020-08-30,Sörmland,0
2020-08-31,Sörmland,0
2020-09-01,Sörmland,0
2020-09-02,Sörmland,0
2020-09-03,Sörmland,1
2020-09-04,Sörmland,0
2020-09-05,Sörmland,1
2020-09-06,Sörmland,0
2020-09-07,Sörmland,0
2020-09-08,Sörmland,6
2020-09-09,Sörmland,2
2020-09-10,Sörmland,3
2020-09-11,Sörmland,3
2020-09-12,Sörmland,2
2020-09-13,Sörmland,1
2020-09-14,Sörmland,3
2020-09-15,Sörmland,2
2020-09-16,Sörmland,0
2020-09-17,Sörmland,6
2020-09-18,Sörmland,2
2020-09-19,Sörmland,3
2020-09-20,Sörmland,7
2020-09-21,Sörmland,6
2020-09-22,Sörmland,14
2020-09-23,Sörmland,7
2020-09-24,Sörmland,3
2020-09-25,Sörmland,2
2020-09-26,Sörmland,7
2020-09-27,Sörmland,0
2020-09-28,Sörmland,1
2020-09-29,Sörmland,10
2020-09-30,Sörmland,5
2020-10-01,Sörmland,7
2020-10-02,Sörmland,3
2020-10-03,Sörmland,12
2020-10-04,Sörmland,0
2020-10-05,Sörmland,0
2020-10-06,Sörmland,10
2020-10-07,Sörmland,4
2020-10-08,Sörmland,17
2020-10-09,Sörmland,7
2020-10-10,Sörmland,16
2020-10-11,Sörmland,0
2020-10-12,Sörmland,0
2020-10-13,Sörmland,21
2020-10-14,Sörmland,12
2020-02-05,Uppsala,0
2020-02-06,Uppsala,0
2020-02-07,Uppsala,0
2020-02-08,Uppsala,0
2020-02-09,Uppsala,0
2020-02-10,Uppsala,0
2020-02-11,Uppsala,0
2020-02-12,Uppsala,0
2020-02-13,Uppsala,0
2020-02-14,Uppsala,0
2020-02-15,Uppsala,0
2020-02-16,Uppsala,0
2020-02-17,Uppsala,0
2020-02-18,Uppsala,0
2020-02-19,Uppsala,0
2020-02-20,Uppsala,0
2020-02-21,Uppsala,0
2020-02-22,Uppsala,0
2020-02-23,Uppsala,0
2020-02-24,Uppsala,0
2020-02-25,Uppsala,0
2020-02-26,Uppsala,0
2020-02-27,Uppsala,0
2020-02-28,Uppsala,2
2020-02-29,Uppsala,0
2020-03-01,Uppsala,0
2020-03-02,Uppsala,0
2020-03-03,Uppsala,0
2020-03-04,Uppsala,0
2020-03-05,Uppsala,2
2020-03-06,Uppsala,1
2020-03-07,Uppsala,1
2020-03-08,Uppsala,1
2020-03-09,Uppsala,0
2020-03-10,Uppsala,4
2020-03-11,Uppsala,4
2020-03-12,Uppsala,11
2020-03-13,Uppsala,10
2020-03-14,Uppsala,4
2020-03-15,Uppsala,0
2020-03-16,Uppsala,2
2020-03-17,Uppsala,5
2020-03-18,Uppsala,17
2020-03-19,Uppsala,5
2020-03-20,Uppsala,1
2020-03-21,Uppsala,2
2020-03-22,Uppsala,5
2020-03-23,Uppsala,8
2020-03-24,Uppsala,11
2020-03-25,Uppsala,15
2020-03-26,Uppsala,12
2020-03-27,Uppsala,20
2020-03-28,Uppsala,7
2020-03-29,Uppsala,11
2020-03-30,Uppsala,21
2020-03-31,Uppsala,15
2020-04-01,Uppsala,25
2020-04-02,Uppsala,28
2020-04-03,Uppsala,38
2020-04-04,Uppsala,11
2020-04-05,Uppsala,9
2020-04-06,Uppsala,31
2020-04-07,Uppsala,37
2020-04-08,Uppsala,29
2020-04-09,Uppsala,29
2020-04-10,Uppsala,4
2020-04-11,Uppsala,15
2020-04-12,Uppsala,13
2020-04-13,Uppsala,13
2020-04-14,Uppsala,39
2020-04-15,Uppsala,32
2020-04-16,Uppsala,37
2020-04-17,Uppsala,44
2020-04-18,Uppsala,18
2020-04-19,Uppsala,17
2020-04-20,Uppsala,32
2020-04-21,Uppsala,32
2020-04-22,Uppsala,32
2020-04-23,Uppsala,41
2020-04-24,Uppsala,55
2020-04-25,Uppsala,12
2020-04-26,Uppsala,8
2020-04-27,Uppsala,35
2020-04-28,Uppsala,52
2020-04-29,Uppsala,22
2020-04-30,Uppsala,43
2020-05-01,Uppsala,13
2020-05-02,Uppsala,12
2020-05-03,Uppsala,11
2020-05-04,Uppsala,21
2020-05-05,Uppsala,52
2020-05-06,Uppsala,37
2020-05-07,Uppsala,42
2020-05-08,Uppsala,43
2020-05-09,Uppsala,41
2020-05-10,Uppsala,12
2020-05-11,Uppsala,19
2020-05-12,Uppsala,30
2020-05-13,Uppsala,27
2020-05-14,Uppsala,37
2020-05-15,Uppsala,37
2020-05-16,Uppsala,24
2020-05-17,Uppsala,6
2020-05-18,Uppsala,31
2020-05-19,Uppsala,35
2020-05-20,Uppsala,53
2020-05-21,Uppsala,17
2020-05-22,Uppsala,27
2020-05-23,Uppsala,19
2020-05-24,Uppsala,13
2020-05-25,Uppsala,30
2020-05-26,Uppsala,48
2020-05-27,Uppsala,35
2020-05-28,Uppsala,39
2020-05-29,Uppsala,41
2020-05-30,Uppsala,38
2020-05-31,Uppsala,14
2020-06-01,Uppsala,31
2020-06-02,Uppsala,62
2020-06-03,Uppsala,50
2020-06-04,Uppsala,58
2020-06-05,Uppsala,37
2020-06-06,Uppsala,56
2020-06-07,Uppsala,14
2020-06-08,Uppsala,15
2020-06-09,Uppsala,59
2020-06-10,Uppsala,44
2020-06-11,Uppsala,40
2020-06-12,Uppsala,46
2020-06-13,Uppsala,38
2020-06-14,Uppsala,5
2020-06-15,Uppsala,13
2020-06-16,Uppsala,56
2020-06-17,Uppsala,62
2020-06-18,Uppsala,84
2020-06-19,Uppsala,33
2020-06-20,Uppsala,60
2020-06-21,Uppsala,9
2020-06-22,Uppsala,21
2020-06-23,Uppsala,99
2020-06-24,Uppsala,92
2020-06-25,Uppsala,71
2020-06-26,Uppsala,52
2020-06-27,Uppsala,50
2020-06-28,Uppsala,15
2020-06-29,Uppsala,6
2020-06-30,Uppsala,68
2020-07-01,Uppsala,44
2020-07-02,Uppsala,22
2020-07-03,Uppsala,26
2020-07-04,Uppsala,18
2020-07-05,Uppsala,0
2020-07-06,Uppsala,2
2020-07-07,Uppsala,11
2020-07-08,Uppsala,16
2020-07-09,Uppsala,7
2020-07-10,Uppsala,15
2020-07-11,Uppsala,9
2020-07-12,Uppsala,1
2020-07-13,Uppsala,2
2020-07-14,Uppsala,19
2020-07-15,Uppsala,13
2020-07-16,Uppsala,16
2020-07-17,Uppsala,8
2020-07-18,Uppsala,2
2020-07-19,Uppsala,0
2020-07-20,Uppsala,0
2020-07-21,Uppsala,5
2020-07-22,Uppsala,7
2020-07-23,Uppsala,4
2020-07-24,Uppsala,2
2020-07-25,Uppsala,2
2020-07-26,Uppsala,2
2020-07-27,Uppsala,1
2020-07-28,Uppsala,6
2020-07-29,Uppsala,10
2020-07-30,Uppsala,8
2020-07-31,Uppsala,13
2020-08-01,Uppsala,0
2020-08-02,Uppsala,2
2020-08-03,Uppsala,5
2020-08-04,Uppsala,14
2020-08-05,Uppsala,8
2020-08-06,Uppsala,5
2020-08-07,Uppsala,19
2020-08-08,Uppsala,1
2020-08-09,Uppsala,0
2020-08-10,Uppsala,4
2020-08-11,Uppsala,6
2020-08-12,Uppsala,13
2020-08-13,Uppsala,12
2020-08-14,Uppsala,7
2020-08-15,Uppsala,9
2020-08-16,Uppsala,0
2020-08-17,Uppsala,4
2020-08-18,Uppsala,10
2020-08-19,Uppsala,15
2020-08-20,Uppsala,5
2020-08-21,Uppsala,7
2020-08-22,Uppsala,22
2020-08-23,Uppsala,1
2020-08-24,Uppsala,0
2020-08-25,Uppsala,10
2020-08-26,Uppsala,6
2020-08-27,Uppsala,6
2020-08-28,Uppsala,7
2020-08-29,Uppsala,6
2020-08-30,Uppsala,0
2020-08-31,Uppsala,2
2020-09-01,Uppsala,7
2020-09-02,Uppsala,5
2020-09-03,Uppsala,11
2020-09-04,Uppsala,4
2020-09-05,Uppsala,5
2020-09-06,Uppsala,0
2020-09-07,Uppsala,5
2020-09-08,Uppsala,14
2020-09-09,Uppsala,12
2020-09-10,Uppsala,5
2020-09-11,Uppsala,22
2020-09-12,Uppsala,15
2020-09-13,Uppsala,2
2020-09-14,Uppsala,3
2020-09-15,Uppsala,9
2020-09-16,Uppsala,12
2020-09-17,Uppsala,19
2020-09-18,Uppsala,9
2020-09-19,Uppsala,14
2020-09-20,Uppsala,3
2020-09-21,Uppsala,0
2020-09-22,Uppsala,22
2020-09-23,Uppsala,14
2020-09-24,Uppsala,23
2020-09-25,Uppsala,19
2020-09-26,Uppsala,10
2020-09-27,Uppsala,17
2020-09-28,Uppsala,6
2020-09-29,Uppsala,34
2020-09-30,Uppsala,23
2020-10-01,Uppsala,36
2020-10-02,Uppsala,62
2020-10-03,Uppsala,54
2020-10-04,Uppsala,11
2020-10-05,Uppsala,39
2020-10-06,Uppsala,104
2020-10-07,Uppsala,67
2020-10-08,Uppsala,51
2020-10-09,Uppsala,9
2020-10-10,Uppsala,8
2020-10-11,Uppsala,8
2020-10-12,Uppsala,173
2020-10-13,Uppsala,61
2020-10-14,Uppsala,26
2020-02-05,Värmland,0
2020-02-06,Värmland,0
2020-02-07,Värmland,0
2020-02-08,Värmland,0
2020-02-09,Värmland,0
2020-02-10,Värmland,0
2020-02-11,Värmland,0
2020-02-12,Värmland,0
2020-02-13,Värmland,0
2020-02-14,Värmland,0
2020-02-15,Värmland,0
2020-02-16,Värmland,0
2020-02-17,Värmland,0
2020-02-18,Värmland,0
2020-02-19,Värmland,0
2020-02-20,Värmland,0
2020-02-21,Värmland,0
2020-02-22,Värmland,0
2020-02-23,Värmland,0
2020-02-24,Värmland,0
2020-02-25,Värmland,0
2020-02-26,Värmland,0
2020-02-27,Värmland,0
2020-02-28,Värmland,0
2020-02-29,Värmland,0
2020-03-01,Värmland,0
2020-03-02,Värmland,0
2020-03-03,Värmland,0
2020-03-04,Värmland,0
2020-03-05,Värmland,0
2020-03-06,Värmland,11
2020-03-07,Värmland,0
2020-03-08,Värmland,0
2020-03-09,Värmland,7
2020-03-10,Värmland,3
2020-03-11,Värmland,2
2020-03-12,Värmland,4
2020-03-13,Värmland,3
2020-03-14,Värmland,1
2020-03-15,Värmland,1
2020-03-16,Värmland,2
2020-03-17,Värmland,1
2020-03-18,Värmland,1
2020-03-19,Värmland,0
2020-03-20,Värmland,2
2020-03-21,Värmland,1
2020-03-22,Värmland,1
2020-03-23,Värmland,2
2020-03-24,Värmland,3
2020-03-25,Värmland,0
2020-03-26,Värmland,0
2020-03-27,Värmland,1
2020-03-28,Värmland,3
2020-03-29,Värmland,1
2020-03-30,Värmland,1
2020-03-31,Värmland,0
2020-04-01,Värmland,2
2020-04-02,Värmland,0
2020-04-03,Värmland,1
2020-04-04,Värmland,1
2020-04-05,Värmland,1
2020-04-06,Värmland,2
2020-04-07,Värmland,7
2020-04-08,Värmland,1
2020-04-09,Värmland,4
2020-04-10,Värmland,3
2020-04-11,Värmland,2
2020-04-12,Värmland,4
2020-04-13,Värmland,3
2020-04-14,Värmland,2
2020-04-15,Värmland,3
2020-04-16,Värmland,7
2020-04-17,Värmland,3
2020-04-18,Värmland,3
2020-04-19,Värmland,4
2020-04-20,Värmland,7
2020-04-21,Värmland,7
2020-04-22,Värmland,5
2020-04-23,Värmland,3
2020-04-24,Värmland,4
2020-04-25,Värmland,5
2020-04-26,Värmland,2
2020-04-27,Värmland,8
2020-04-28,Värmland,17
