data,codice_regione,denominazione_regione,nuovi_positivi
2020-05-18 17:00:00,19,Sicilia,7
2020-05-18 17:00:00,9,Toscana,13
2020-05-18 17:00:00,22,P.A. Trento,13
2020-05-18 17:00:00,10,Umbria,0
2020-05-18 17:00:00,2,Valle d'Aosta,1
2020-05-18 17:00:00,5,Veneto,9
2020-05-19 17:00:00,13,Abruzzo,4
2020-05-19 17:00:00,17,Basilicata,1
2020-05-19 17:00:00,21,P.A. Bolzano,5
2020-05-19 17:00:00,18,Calabria,2
2020-05-19 17:00:00,15,Campania,12
2020-05-19 17:00:00,8,Emilia-Romagna,47
2020-05-19 17:00:00,6,Friuli Venezia Giulia,5
2020-05-19 17:00:00,12,Lazio,20
2020-05-19 17:00:00,7,Liguria,66
2020-05-19 17:00:00,3,Lombardia,462
2020-05-19 17:00:00,11,Marche,-3
2020-05-19 17:00:00,14,Molise,0
2020-05-19 17:00:00,1,Piemonte,108
2020-05-19 17:00:00,16,Puglia,10
2020-05-19 17:00:00,20,Sardegna,1
2020-05-19 17:00:00,19,Sicilia,8
2020-05-19 17:00:00,9,Toscana,7
2020-05-19 17:00:00,22,P.A. Trento,7
2020-05-19 17:00:00,10,Umbria,3
2020-05-19 17:00:00,2,Valle d'Aosta,1
2020-05-19 17:00:00,5,Veneto,47
2020-05-20 17:00:00,13,Abruzzo,8
2020-05-20 17:00:00,17,Basilicata,0
2020-05-20 17:00:00,21,P.A. Bolzano,0
2020-05-20 17:00:00,18,Calabria,3
2020-05-20 17:00:00,15,Campania,7
2020-05-20 17:00:00,8,Emilia-Romagna,50
2020-05-20 17:00:00,6,Friuli Venezia Giulia,6
2020-05-20 17:00:00,12,Lazio,28
2020-05-20 17:00:00,7,Liguria,32
2020-05-20 17:00:00,3,Lombardia,294
2020-05-20 17:00:00,11,Marche,2
2020-05-20 17:00:00,14,Molise,0
2020-05-20 17:00:00,1,Piemonte,158
2020-05-20 17:00:00,16,Puglia,11
2020-05-20 17:00:00,20,Sardegna,1
2020-05-20 17:00:00,19,Sicilia,8
2020-05-20 17:00:00,9,Toscana,14
2020-05-20 17:00:00,22,P.A. Trento,10
2020-05-20 17:00:00,10,Umbria,0
2020-05-20 17:00:00,2,Valle d'Aosta,0
2020-05-20 17:00:00,5,Veneto,33
2020-05-21 17:00:00,13,Abruzzo,7
2020-05-21 17:00:00,17,Basilicata,1
2020-05-21 17:00:00,21,P.A. Bolzano,0
2020-05-21 17:00:00,18,Calabria,0
2020-05-21 17:00:00,15,Campania,9
2020-05-21 17:00:00,8,Emilia-Romagna,53
2020-05-21 17:00:00,6,Friuli Venezia Giulia,6
2020-05-21 17:00:00,12,Lazio,25
2020-05-21 17:00:00,7,Liguria,55
2020-05-21 17:00:00,3,Lombardia,316
2020-05-21 17:00:00,11,Marche,12
2020-05-21 17:00:00,14,Molise,1
2020-05-21 17:00:00,1,Piemonte,105
2020-05-21 17:00:00,16,Puglia,6
2020-05-21 17:00:00,20,Sardegna,1
2020-05-21 17:00:00,19,Sicilia,6
2020-05-21 17:00:00,9,Toscana,18
2020-05-21 17:00:00,22,P.A. Trento,10
2020-05-21 17:00:00,10,Umbria,2
2020-05-21 17:00:00,2,Valle d'Aosta,1
2020-05-21 17:00:00,5,Veneto,8
2020-05-22 17:00:00,13,Abruzzo,8
2020-05-22 17:00:00,17,Basilicata,0
2020-05-22 17:00:00,21,P.A. Bolzano,3
2020-05-22 17:00:00,18,Calabria,1
2020-05-22 17:00:00,15,Campania,10
2020-05-22 17:00:00,8,Emilia-Romagna,53
2020-05-22 17:00:00,6,Friuli Venezia Giulia,12
2020-05-22 17:00:00,12,Lazio,31
2020-05-22 17:00:00,7,Liguria,45
2020-05-22 17:00:00,3,Lombardia,293
2020-05-22 17:00:00,11,Marche,8
2020-05-22 17:00:00,14,Molise,3
2020-05-22 17:00:00,1,Piemonte,87
2020-05-22 17:00:00,16,Puglia,27
2020-05-22 17:00:00,20,Sardegna,0
2020-05-22 17:00:00,19,Sicilia,4
2020-05-22 17:00:00,9,Toscana,35
2020-05-22 17:00:00,22,P.A. Trento,10
2020-05-22 17:00:00,10,Umbria,0
2020-05-22 17:00:00,2,Valle d'Aosta,1
2020-05-22 17:00:00,5,Veneto,21
2020-05-23 17:00:00,13,Abruzzo,1
2020-05-23 17:00:00,17,Basilicata,4
2020-05-23 17:00:00,21,P.A. Bolzano,0
2020-05-23 17:00:00,18,Calabria,0
2020-05-23 17:00:00,15,Campania,11
2020-05-23 17:00:00,8,Emilia-Romagna,43
2020-05-23 17:00:00,6,Friuli Venezia Giulia,6
2020-05-23 17:00:00,12,Lazio,18
2020-05-23 17:00:00,7,Liguria,38
2020-05-23 17:00:00,3,Lombardia,441
2020-05-23 17:00:00,11,Marche,4
2020-05-23 17:00:00,14,Molise,5
2020-05-23 17:00:00,1,Piemonte,60
2020-05-23 17:00:00,16,Puglia,8
2020-05-23 17:00:00,20,Sardegna,0
2020-05-23 17:00:00,19,Sicilia,0
2020-05-23 17:00:00,9,Toscana,12
2020-05-23 17:00:00,22,P.A. Trento,7
2020-05-23 17:00:00,10,Umbria,1
2020-05-23 17:00:00,2,Valle d'Aosta,0
2020-05-23 17:00:00,5,Veneto,10
2020-05-24 17:00:00,13,Abruzzo,5
2020-05-24 17:00:00,17,Basilicata,1
2020-05-24 17:00:00,21,P.A. Bolzano,3
2020-05-24 17:00:00,18,Calabria,0
2020-05-24 17:00:00,15,Campania,5
2020-05-24 17:00:00,8,Emilia-Romagna,45
2020-05-24 17:00:00,6,Friuli Venezia Giulia,3
2020-05-24 17:00:00,12,Lazio,20
2020-05-24 17:00:00,7,Liguria,53
2020-05-24 17:00:00,3,Lombardia,285
2020-05-24 17:00:00,11,Marche,13
2020-05-24 17:00:00,14,Molise,1
2020-05-24 17:00:00,1,Piemonte,43
2020-05-24 17:00:00,16,Puglia,10
2020-05-24 17:00:00,20,Sardegna,0
2020-05-24 17:00:00,19,Sicilia,2
2020-05-24 17:00:00,9,Toscana,15
2020-05-24 17:00:00,22,P.A. Trento,9
2020-05-24 17:00:00,10,Umbria,0
2020-05-24 17:00:00,2,Valle d'Aosta,1
2020-05-24 17:00:00,5,Veneto,17
2020-05-25 17:00:00,13,Abruzzo,1
2020-05-25 17:00:00,17,Basilicata,0
2020-05-25 17:00:00,21,P.A. Bolzano,0
2020-05-25 17:00:00,18,Calabria,0
2020-05-25 17:00:00,15,Campania,6
2020-05-25 17:00:00,8,Emilia-Romagna,29
2020-05-25 17:00:00,6,Friuli Venezia Giulia,4
2020-05-25 17:00:00,12,Lazio,16
2020-05-25 17:00:00,7,Liguria,17
2020-05-25 17:00:00,3,Lombardia,148
2020-05-25 17:00:00,11,Marche,2
2020-05-25 17:00:00,14,Molise,0
2020-05-25 17:00:00,1,Piemonte,48
2020-05-25 17:00:00,16,Puglia,9
2020-05-25 17:00:00,20,Sardegna,-2
2020-05-25 17:00:00,19,Sicilia,4
2020-05-25 17:00:00,9,Toscana,5
2020-05-25 17:00:00,22,P.A. Trento,1
2020-05-25 17:00:00,10,Umbria,0
2020-05-25 17:00:00,2,Valle d'Aosta,1
2020-05-25 17:00:00,5,Veneto,11
2020-05-26 17:00:00,13,Abruzzo,3
2020-05-26 17:00:00,17,Basilicata,0
2020-05-26 17:00:00,21,P.A. Bolzano,0
2020-05-26 17:00:00,18,Calabria,0
2020-05-26 17:00:00,15,Campania,12
2020-05-26 17:00:00,8,Emilia-Romagna,24
2020-05-26 17:00:00,6,Friuli Venezia Giulia,11
2020-05-26 17:00:00,12,Lazio,18
2020-05-26 17:00:00,7,Liguria,53
2020-05-26 17:00:00,3,Lombardia,159
2020-05-26 17:00:00,11,Marche,2
2020-05-26 17:00:00,14,Molise,0
2020-05-26 17:00:00,1,Piemonte,86
2020-05-26 17:00:00,16,Puglia,2
2020-05-26 17:00:00,20,Sardegna,0
2020-05-26 17:00:00,19,Sicilia,3
2020-05-26 17:00:00,9,Toscana,3
2020-05-26 17:00:00,22,P.A. Trento,10
2020-05-26 17:00:00,10,Umbria,1
2020-05-26 17:00:00,2,Valle d'Aosta,2
2020-05-26 17:00:00,5,Veneto,8
2020-05-27 17:00:00,13,Abruzzo,5
2020-05-27 17:00:00,17,Basilicata,0
2020-05-27 17:00:00,21,P.A. Bolzano,0
2020-05-27 17:00:00,18,Calabria,1
2020-05-27 17:00:00,15,Campania,6
2020-05-27 17:00:00,8,Emilia-Romagna,16
2020-05-27 17:00:00,6,Friuli Venezia Giulia,4
2020-05-27 17:00:00,12,Lazio,11
2020-05-27 17:00:00,7,Liguria,39
2020-05-27 17:00:00,3,Lombardia,384
2020-05-27 17:00:00,11,Marche,0
2020-05-27 17:00:00,14,Molise,2
2020-05-27 17:00:00,1,Piemonte,73
2020-05-27 17:00:00,16,Puglia,10
2020-05-27 17:00:00,20,Sardegna,1
2020-05-27 17:00:00,19,Sicilia,5
2020-05-27 17:00:00,9,Toscana,12
2020-05-27 17:00:00,22,P.A. Trento,7
2020-05-27 17:00:00,10,Umbria,0
2020-05-27 17:00:00,2,Valle d'Aosta,0
2020-05-27 17:00:00,5,Veneto,8
2020-05-28 17:00:00,13,Abruzzo,2
2020-05-28 17:00:00,17,Basilicata,0
2020-05-28 17:00:00,21,P.A. Bolzano,2
2020-05-28 17:00:00,18,Calabria,0
2020-05-28 17:00:00,15,Campania,4
2020-05-28 17:00:00,8,Emilia-Romagna,74
2020-05-28 17:00:00,6,Friuli Venezia Giulia,7
2020-05-28 17:00:00,12,Lazio,21
2020-05-28 17:00:00,7,Liguria,16
2020-05-28 17:00:00,3,Lombardia,382
2020-05-28 17:00:00,11,Marche,1
2020-05-28 17:00:00,14,Molise,1
2020-05-28 17:00:00,1,Piemonte,58
2020-05-28 17:00:00,16,Puglia,2
2020-05-28 17:00:00,20,Sardegna,0
2020-05-28 17:00:00,19,Sicilia,3
2020-05-28 17:00:00,9,Toscana,4
2020-05-28 17:00:00,22,P.A. Trento,3
2020-05-28 17:00:00,10,Umbria,0
2020-05-28 17:00:00,2,Valle d'Aosta,1
2020-05-28 17:00:00,5,Veneto,12
2020-05-29 17:00:00,13,Abruzzo,0
2020-05-29 17:00:00,17,Basilicata,0
2020-05-29 17:00:00,21,P.A. Bolzano,0
2020-05-29 17:00:00,18,Calabria,0
2020-05-29 17:00:00,15,Campania,10
2020-05-29 17:00:00,8,Emilia-Romagna,38
2020-05-29 17:00:00,6,Friuli Venezia Giulia,5
2020-05-29 17:00:00,12,Lazio,16
2020-05-29 17:00:00,7,Liguria,14
2020-05-29 17:00:00,3,Lombardia,354
2020-05-29 17:00:00,11,Marche,4
2020-05-29 17:00:00,14,Molise,1
2020-05-29 17:00:00,1,Piemonte,56
2020-05-29 17:00:00,16,Puglia,1
2020-05-29 17:00:00,20,Sardegna,1
2020-05-29 17:00:00,19,Sicilia,2
2020-05-29 17:00:00,9,Toscana,2
2020-05-29 17:00:00,22,P.A. Trento,3
2020-05-29 17:00:00,10,Umbria,0
2020-05-29 17:00:00,2,Valle d'Aosta,0
2020-05-29 17:00:00,5,Veneto,9
2020-05-30 17:00:00,13,Abruzzo,0
2020-05-30 17:00:00,17,Basilicata,0
2020-05-30 17:00:00,21,P.A. Bolzano,1
2020-05-30 17:00:00,18,Calabria,0
2020-05-30 17:00:00,15,Campania,10
2020-05-30 17:00:00,8,Emilia-Romagna,20
2020-05-30 17:00:00,6,Friuli Venezia Giulia,4
2020-05-30 17:00:00,12,Lazio,6
2020-05-30 17:00:00,7,Liguria,32
2020-05-30 17:00:00,3,Lombardia,221
2020-05-30 17:00:00,11,Marche,4
2020-05-30 17:00:00,14,Molise,0
2020-05-30 17:00:00,1,Piemonte,82
2020-05-30 17:00:00,16,Puglia,8
2020-05-30 17:00:00,20,Sardegna,0
2020-05-30 17:00:00,19,Sicilia,2
2020-05-30 17:00:00,9,Toscana,12
2020-05-30 17:00:00,22,P.A. Trento,1
2020-05-30 17:00:00,10,Umbria,0
2020-05-30 17:00:00,2,Valle d'Aosta,1
2020-05-30 17:00:00,5,Veneto,12
2020-05-31 17:00:00,13,Abruzzo,7
2020-05-31 17:00:00,17,Basilicata,0
2020-05-31 17:00:00,21,P.A. Bolzano,1
2020-05-31 17:00:00,18,Calabria,0
2020-05-31 17:00:00,15,Campania,5
2020-05-31 17:00:00,8,Emilia-Romagna,31
2020-05-31 17:00:00,6,Friuli Venezia Giulia,2
2020-05-31 17:00:00,12,Lazio,13
2020-05-31 17:00:00,7,Liguria,12
2020-05-31 17:00:00,3,Lombardia,210
2020-05-31 17:00:00,11,Marche,3
2020-05-31 17:00:00,14,Molise,0
2020-05-31 17:00:00,1,Piemonte,54
2020-05-31 17:00:00,16,Puglia,4
2020-05-31 17:00:00,20,Sardegna,0
2020-05-31 17:00:00,19,Sicilia,1
2020-05-31 17:00:00,9,Toscana,4
2020-05-31 17:00:00,22,P.A. Trento,1
2020-05-31 17:00:00,10,Umbria,0
2020-05-31 17:00:00,2,Valle d'Aosta,1
2020-05-31 17:00:00,5,Veneto,6
2020-06-01 17:00:00,13,Abruzzo,1
2020-06-01 17:00:00,17,Basilicata,0
2020-06-01 17:00:00,21,P.A. Bolzano,1
2020-06-01 17:00:00,18,Calabria,0
2020-06-01 17:00:00,15,Campania,4
2020-06-01 17:00:00,8,Emilia-Romagna,19
2020-06-01 17:00:00,6,Friuli Venezia Giulia,1
2020-06-01 17:00:00,12,Lazio,10
2020-06-01 17:00:00,7,Liguria,56
2020-06-01 17:00:00,3,Lombardia,50
2020-06-01 17:00:00,11,Marche,0
2020-06-01 17:00:00,14,Molise,0
2020-06-01 17:00:00,1,Piemonte,21
2020-06-01 17:00:00,16,Puglia,4
2020-06-01 17:00:00,20,Sardegna,1
2020-06-01 17:00:00,19,Sicilia,0
2020-06-01 17:00:00,9,Toscana,3
2020-06-01 17:00:00,22,P.A. Trento,2
2020-06-01 17:00:00,10,Umbria,0
2020-06-01 17:00:00,2,Valle d'Aosta,3
2020-06-01 17:00:00,5,Veneto,2
2020-06-02 17:00:00,13,Abruzzo,4
2020-06-02 17:00:00,17,Basilicata,0
2020-06-02 17:00:00,21,P.A. Bolzano,0
2020-06-02 17:00:00,18,Calabria,0
2020-06-02 17:00:00,15,Campania,3
2020-06-02 17:00:00,8,Emilia-Romagna,19
2020-06-02 17:00:00,6,Friuli Venezia Giulia,2
2020-06-02 17:00:00,12,Lazio,5
2020-06-02 17:00:00,7,Liguria,15
2020-06-02 17:00:00,3,Lombardia,187
2020-06-02 17:00:00,11,Marche,4
2020-06-02 17:00:00,14,Molise,0
2020-06-02 17:00:00,1,Piemonte,57
2020-06-02 17:00:00,16,Puglia,0
2020-06-02 17:00:00,20,Sardegna,0
2020-06-02 17:00:00,19,Sicilia,4
2020-06-02 17:00:00,9,Toscana,10
2020-06-02 17:00:00,22,P.A. Trento,0
2020-06-02 17:00:00,10,Umbria,0
2020-06-02 17:00:00,2,Valle d'Aosta,0
2020-06-02 17:00:00,5,Veneto,8
2020-06-03 17:00:00,13,Abruzzo,3
2020-06-03 17:00:00,17,Basilicata,0
2020-06-03 17:00:00,21,P.A. Bolzano,0
2020-06-03 17:00:00,18,Calabria,0
2020-06-03 17:00:00,15,Campania,12
2020-06-03 17:00:00,8,Emilia-Romagna,14
2020-06-03 17:00:00,6,Friuli Venezia Giulia,0
2020-06-03 17:00:00,12,Lazio,10
2020-06-03 17:00:00,7,Liguria,17
2020-06-03 17:00:00,3,Lombardia,237
2020-06-03 17:00:00,11,Marche,1
2020-06-03 17:00:00,14,Molise,0
2020-06-03 17:00:00,1,Piemonte,19
2020-06-03 17:00:00,16,Puglia,1
2020-06-03 17:00:00,20,Sardegna,0
2020-06-03 17:00:00,19,Sicilia,0
2020-06-03 17:00:00,9,Toscana,4
2020-06-03 17:00:00,22,P.A. Trento,1
2020-06-03 17:00:00,10,Umbria,0
2020-06-03 17:00:00,2,Valle d'Aosta,0
2020-06-03 17:00:00,5,Veneto,2
2020-06-04 17:00:00,13,Abruzzo,3
2020-06-04 17:00:00,17,Basilicata,0
2020-06-04 17:00:00,21,P.A. Bolzano,0
2020-06-04 17:00:00,18,Calabria,0
2020-06-04 17:00:00,15,Campania,1
2020-06-04 17:00:00,8,Emilia-Romagna,18
2020-06-04 17:00:00,6,Friuli Venezia Giulia,3
2020-06-04 17:00:00,12,Lazio,11
2020-06-04 17:00:00,7,Liguria,21
2020-06-04 17:00:00,3,Lombardia,84
2020-06-04 17:00:00,11,Marche,3
2020-06-04 17:00:00,14,Molise,0
2020-06-04 17:00:00,1,Piemonte,24
2020-06-04 17:00:00,16,Puglia,4
2020-06-04 17:00:00,20,Sardegna,0
2020-06-04 17:00:00,19,Sicilia,0
2020-06-04 17:00:00,9,Toscana,1
2020-06-04 17:00:00,22,P.A. Trento,0
2020-06-04 17:00:00,10,Umbria,0
2020-06-04 17:00:00,2,Valle d'Aosta,0
2020-06-04 17:00:00,5,Veneto,4
2020-06-05 17:00:00,13,Abruzzo,2
2020-06-05 17:00:00,17,Basilicata,0
2020-06-05 17:00:00,21,P.A. Bolzano,1
2020-06-05 17:00:00,18,Calabria,1
2020-06-05 17:00:00,15,Campania,0
2020-06-05 17:00:00,8,Emilia-Romagna,17
2020-06-05 17:00:00,6,Friuli Venezia Giulia,1
2020-06-05 17:00:00,12,Lazio,9
2020-06-05 17:00:00,7,Liguria,14
2020-06-05 17:00:00,3,Lombardia,402
2020-06-05 17:00:00,11,Marche,2
2020-06-05 17:00:00,14,Molise,0
2020-06-05 17:00:00,1,Piemonte,49
2020-06-05 17:00:00,16,Puglia,4
2020-06-05 17:00:00,20,Sardegna,2
2020-06-05 17:00:00,19,Sicilia,1
2020-06-05 17:00:00,9,Toscana,7
2020-06-05 17:00:00,22,P.A. Trento,0
2020-06-05 17:00:00,10,Umbria,0
2020-06-05 17:00:00,2,Valle d'Aosta,0
2020-06-05 17:00:00,5,Veneto,6
2020-06-06 17:00:00,13,Abruzzo,1
2020-06-06 17:00:00,17,Basilicata,0
2020-06-06 17:00:00,21,P.A. Bolzano,1
2020-06-06 17:00:00,18,Calabria,0
2020-06-06 17:00:00,15,Campania,0
2020-06-06 17:00:00,8,Emilia-Romagna,17
2020-06-06 17:00:00,6,Friuli Venezia Giulia,3
2020-06-06 17:00:00,12,Lazio,28
2020-06-06 17:00:00,7,Liguria,13
2020-06-06 17:00:00,3,Lombardia,142
2020-06-06 17:00:00,11,Marche,2
2020-06-06 17:00:00,14,Molise,0
2020-06-06 17:00:00,1,Piemonte,38
2020-06-06 17:00:00,16,Puglia,4
2020-06-06 17:00:00,20,Sardegna,3
2020-06-06 17:00:00,19,Sicilia,2
2020-06-06 17:00:00,9,Toscana,5
2020-06-06 17:00:00,22,P.A. Trento,1
2020-06-06 17:00:00,10,Umbria,0
2020-06-06 17:00:00,2,Valle d'Aosta,2
2020-06-06 17:00:00,5,Veneto,8
2020-06-07 17:00:00,13,Abruzzo,7
2020-06-07 17:00:00,17,Basilicata,0
2020-06-07 17:00:00,21,P.A. Bolzano,3
2020-06-07 17:00:00,18,Calabria,0
2020-06-07 17:00:00,15,Campania,4
2020-06-07 17:00:00,8,Emilia-Romagna,14
2020-06-07 17:00:00,6,Friuli Venezia Giulia,0
2020-06-07 17:00:00,12,Lazio,11
2020-06-07 17:00:00,7,Liguria,13
2020-06-07 17:00:00,3,Lombardia,125
2020-06-07 17:00:00,11,Marche,3
2020-06-07 17:00:00,14,Molise,0
2020-06-07 17:00:00,1,Piemonte,10
2020-06-07 17:00:00,16,Puglia,0
2020-06-07 17:00:00,20,Sardegna,0
2020-06-07 17:00:00,19,Sicilia,1
2020-06-07 17:00:00,9,Toscana,1
2020-06-07 17:00:00,22,P.A. Trento,1
2020-06-07 17:00:00,10,Umbria,1
2020-06-07 17:00:00,2,Valle d'Aosta,2
2020-06-07 17:00:00,5,Veneto,1
2020-06-08 17:00:00,13,Abruzzo,0
2020-06-08 17:00:00,17,Basilicata,0
2020-06-08 17:00:00,21,P.A. Bolzano,1
2020-06-08 17:00:00,18,Calabria,0
2020-06-08 17:00:00,15,Campania,2
2020-06-08 17:00:00,8,Emilia-Romagna,20
2020-06-08 17:00:00,6,Friuli Venezia Giulia,1
2020-06-08 17:00:00,12,Lazio,16
2020-06-08 17:00:00,7,Liguria,14
2020-06-08 17:00:00,3,Lombardia,194
2020-06-08 17:00:00,11,Marche,2
2020-06-08 17:00:00,14,Molise,0
2020-06-08 17:00:00,1,Piemonte,14
2020-06-08 17:00:00,16,Puglia,1
2020-06-08 17:00:00,20,Sardegna,0
2020-06-08 17:00:00,19,Sicilia,1
2020-06-08 17:00:00,9,Toscana,9
2020-06-08 17:00:00,22,P.A. Trento,1
2020-06-08 17:00:00,10,Umbria,0
2020-06-08 17:00:00,2,Valle d'Aosta,0
2020-06-08 17:00:00,5,Veneto,4
2020-06-09 17:00:00,13,Abruzzo,1
2020-06-09 17:00:00,17,Basilicata,1
2020-06-09 17:00:00,21,P.A. Bolzano,0
2020-06-09 17:00:00,18,Calabria,0
2020-06-09 17:00:00,15,Campania,5
2020-06-09 17:00:00,8,Emilia-Romagna,18
2020-06-09 17:00:00,6,Friuli Venezia Giulia,0
2020-06-09 17:00:00,12,Lazio,23
2020-06-09 17:00:00,7,Liguria,8
2020-06-09 17:00:00,3,Lombardia,192
2020-06-09 17:00:00,11,Marche,0
2020-06-09 17:00:00,14,Molise,2
2020-06-09 17:00:00,1,Piemonte,21
2020-06-09 17:00:00,16,Puglia,0
2020-06-09 17:00:00,20,Sardegna,-1
2020-06-09 17:00:00,19,Sicilia,2
2020-06-09 17:00:00,9,Toscana,1
2020-06-09 17:00:00,22,P.A. Trento,3
2020-06-09 17:00:00,10,Umbria,3
2020-06-09 17:00:00,2,Valle d'Aosta,0
2020-06-09 17:00:00,5,Veneto,4
2020-06-10 17:00:00,13,Abruzzo,0
2020-06-10 17:00:00,17,Basilicata,0
2020-06-10 17:00:00,21,P.A. Bolzano,0
2020-06-10 17:00:00,18,Calabria,0
2020-06-10 17:00:00,15,Campania,1
2020-06-10 17:00:00,8,Emilia-Romagna,24
2020-06-10 17:00:00,6,Friuli Venezia Giulia,2
2020-06-10 17:00:00,12,Lazio,18
2020-06-10 17:00:00,7,Liguria,20
2020-06-10 17:00:00,3,Lombardia,99
2020-06-10 17:00:00,11,Marche,3
2020-06-10 17:00:00,14,Molise,1
2020-06-10 17:00:00,1,Piemonte,26
2020-06-10 17:00:00,16,Puglia,0
2020-06-10 17:00:00,20,Sardegna,0
2020-06-10 17:00:00,19,Sicilia,1
2020-06-10 17:00:00,9,Toscana,3
2020-06-10 17:00:00,22,P.A. Trento,0
2020-06-10 17:00:00,10,Umbria,1
2020-06-10 17:00:00,2,Valle d'Aosta,0
2020-06-10 17:00:00,5,Veneto,3
2020-06-11 17:00:00,13,Abruzzo,1
2020-06-11 17:00:00,17,Basilicata,1
2020-06-11 17:00:00,21,P.A. Bolzano,2
2020-06-11 17:00:00,18,Calabria,2
2020-06-11 17:00:00,15,Campania,3
2020-06-11 17:00:00,8,Emilia-Romagna,25
2020-06-11 17:00:00,6,Friuli Venezia Giulia,1
2020-06-11 17:00:00,12,Lazio,20
2020-06-11 17:00:00,7,Liguria,10
2020-06-11 17:00:00,3,Lombardia,252
2020-06-11 17:00:00,11,Marche,1
2020-06-11 17:00:00,14,Molise,0
2020-06-11 17:00:00,1,Piemonte,42
2020-06-11 17:00:00,16,Puglia,1
2020-06-11 17:00:00,20,Sardegna,1
2020-06-11 17:00:00,19,Sicilia,0
2020-06-11 17:00:00,9,Toscana,10
2020-06-11 17:00:00,22,P.A. Trento,2
2020-06-11 17:00:00,10,Umbria,0
2020-06-11 17:00:00,2,Valle d'Aosta,0
2020-06-11 17:00:00,5,Veneto,5
2020-06-12 17:00:00,13,Abruzzo,4
2020-06-12 17:00:00,17,Basilicata,0
2020-06-12 17:00:00,21,P.A. Bolzano,2
2020-06-12 17:00:00,18,Calabria,0
2020-06-12 17:00:00,15,Campania,-229
2020-06-12 17:00:00,8,Emilia-Romagna,33
2020-06-12 17:00:00,6,Friuli Venezia Giulia,3
2020-06-12 17:00:00,12,Lazio,27
2020-06-12 17:00:00,7,Liguria,7
2020-06-12 17:00:00,3,Lombardia,272
2020-06-12 17:00:00,11,Marche,1
2020-06-12 17:00:00,14,Molise,0
2020-06-12 17:00:00,1,Piemonte,31
2020-06-12 17:00:00,16,Puglia,2
2020-06-12 17:00:00,20,Sardegna,1
2020-06-12 17:00:00,19,Sicilia,0
2020-06-12 17:00:00,9,Toscana,7
2020-06-12 17:00:00,22,P.A. Trento,2
2020-06-12 17:00:00,10,Umbria,0
2020-06-12 17:00:00,2,Valle d'Aosta,0
2020-06-12 17:00:00,5,Veneto,0
2020-06-13 17:00:00,13,Abruzzo,4
2020-06-13 17:00:00,17,Basilicata,0
2020-06-13 17:00:00,21,P.A. Bolzano,2
2020-06-13 17:00:00,18,Calabria,1
2020-06-13 17:00:00,15,Campania,0
2020-06-13 17:00:00,8,Emilia-Romagna,28
2020-06-13 17:00:00,6,Friuli Venezia Giulia,6
2020-06-13 17:00:00,12,Lazio,25
2020-06-13 17:00:00,7,Liguria,4
2020-06-13 17:00:00,3,Lombardia,210
2020-06-13 17:00:00,11,Marche,2
2020-06-13 17:00:00,14,Molise,0
2020-06-13 17:00:00,1,Piemonte,40
2020-06-13 17:00:00,16,Puglia,0
2020-06-13 17:00:00,20,Sardegna,0
2020-06-13 17:00:00,19,Sicilia,1
2020-06-13 17:00:00,9,Toscana,7
2020-06-13 17:00:00,22,P.A. Trento,3
2020-06-13 17:00:00,10,Umbria,0
2020-06-13 17:00:00,2,Valle d'Aosta,0
2020-06-13 17:00:00,5,Veneto,13
2020-06-14 17:00:00,13,Abruzzo,4
2020-06-14 17:00:00,17,Basilicata,0
2020-06-14 17:00:00,21,P.A. Bolzano,3
2020-06-14 17:00:00,18,Calabria,0
2020-06-14 17:00:00,15,Campania,1
2020-06-14 17:00:00,8,Emilia-Romagna,17
2020-06-14 17:00:00,6,Friuli Venezia Giulia,0
2020-06-14 17:00:00,12,Lazio,14
2020-06-14 17:00:00,7,Liguria,4
2020-06-14 17:00:00,3,Lombardia,244
2020-06-14 17:00:00,11,Marche,4
2020-06-14 17:00:00,14,Molise,0
2020-06-14 17:00:00,1,Piemonte,30
2020-06-14 17:00:00,16,Puglia,0
2020-06-14 17:00:00,20,Sardegna,0
2020-06-14 17:00:00,19,Sicilia,1
2020-06-14 17:00:00,9,Toscana,8
2020-06-14 17:00:00,22,P.A. Trento,1
2020-06-14 17:00:00,10,Umbria,0
2020-06-14 17:00:00,2,Valle d'Aosta,0
2020-06-14 17:00:00,5,Veneto,7
2020-06-15 17:00:00,13,Abruzzo,0
2020-06-15 17:00:00,17,Basilicata,0
2020-06-15 17:00:00,21,P.A. Bolzano,0
2020-06-15 17:00:00,18,Calabria,0
2020-06-15 17:00:00,15,Campania,4
2020-06-15 17:00:00,8,Emilia-Romagna,11
2020-06-15 17:00:00,6,Friuli Venezia Giulia,0
2020-06-15 17:00:00,12,Lazio,3
2020-06-15 17:00:00,7,Liguria,8
2020-06-15 17:00:00,3,Lombardia,259
2020-06-15 17:00:00,11,Marche,4
2020-06-15 17:00:00,14,Molise,0
2020-06-15 17:00:00,1,Piemonte,2
2020-06-15 17:00:00,16,Puglia,1
2020-06-15 17:00:00,20,Sardegna,0
2020-06-15 17:00:00,19,Sicilia,1
2020-06-15 17:00:00,9,Toscana,8
2020-06-15 17:00:00,22,P.A. Trento,1
2020-06-15 17:00:00,10,Umbria,0
2020-06-15 17:00:00,2,Valle d'Aosta,0
2020-06-15 17:00:00,5,Veneto,1
2020-06-16 17:00:00,13,Abruzzo,1
2020-06-16 17:00:00,17,Basilicata,0
